"";"tailnum";"year";"type";"manufacturer";"model";"engines";"seats";"speed";"engine"
"4075";"N883DN";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4076";"N883NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4077";"N883UA";2005;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4078";"N8840Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4079";"N8841L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4080";"N8842L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4081";"N8843S";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4082";"N8844Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4083";"N8845L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4084";"N8846Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4085";"N8847Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4086";"N8848Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4087";"N8849Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4088";"N884DN";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4089";"N884NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4090";"N884UA";2005;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4091";"N8850Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4092";"N8851Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4093";"N8852Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4094";"N8853Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4095";"N8854Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4096";"N8855Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4097";"N8856S";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4098";"N8857Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4099";"N8858K";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4100";"N8859Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4101";"N885DN";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4102";"N885NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4103";"N8860S";NA;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4104";"N8861Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4105";"N8862Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4106";"N8863Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4107";"N8864H";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4108";"N8865L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4109";"N8866H";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4110";"N8867Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4111";"N8868L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4112";"N8869L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4113";"N886DN";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4114";"N886NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4115";"N8870K";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4116";"N8871Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4117";"N8872Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4118";"N8873S";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4119";"N8874Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4120";"N8875B";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4121";"N8876Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4122";"N8877Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4123";"N8878L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4124";"N8879Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4125";"N887DN";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4126";"N887NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4127";"N8880G";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4128";"N8881L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4129";"N8882Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4130";"N8883Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4131";"N8884Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4132";"N8886C";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4133";"N8887Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4134";"N8888M";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4135";"N888DU";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4136";"N8890Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4137";"N8891Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4138";"N8892S";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4139";"N8893L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4140";"N8897K";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4141";"N8898L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4142";"N8899H";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4143";"N889DN";2017;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4144";"N889NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4145";"N889UA";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4146";"N8900L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4147";"N8901Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4148";"N8902Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4149";"N8904L";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4150";"N8908Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4151";"N890DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4152";"N890NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4153";"N890UA";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4154";"N8913S";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4155";"N891AT";2004;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4156";"N891DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4157";"N891NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4158";"N891UA";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4159";"N8920Q";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"4160";"N892DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4161";"N892NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4162";"N892UA";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4163";"N893AT";2004;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4164";"N893DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4165";"N893NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4166";"N893UA";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4167";"N894AT";2004;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4168";"N894DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4169";"N894NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4170";"N894UA";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4171";"N895AT";2004;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4172";"N895DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4173";"N895NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4174";"N895UA";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4175";"N896AT";2005;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4176";"N896DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4177";"N896NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4178";"N896UA";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4179";"N897DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4180";"N897NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4181";"N897SK";2006;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4182";"N897UA";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4183";"N898DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4184";"N898NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4185";"N898UA";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4186";"N899AT";2005;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4187";"N899DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4188";"N899NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4189";"N899UA";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"4190";"N90024";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4191";"N9002U";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4192";"N9004F";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4193";"N9006";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4194";"N9008U";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4195";"N900DU";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4196";"N900PC";1997;"Fixed wing multi engine";"BOEING";"757-26D";2;178;0;"Turbo-fan"
"4197";"N900UW";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4198";"N900WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4199";"N9010R";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4200";"N9011P";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4201";"N9012";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4202";"N9013A";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4203";"N9015D";2013;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4204";"N9016";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4205";"N9017P";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4206";"N9018E";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4207";"N9019F";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4208";"N901AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4209";"N901AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4210";"N901DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4211";"N901NK";2016;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4212";"N901NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4213";"N901WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4214";"N901XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4215";"N9021H";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4216";"N9022G";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4217";"N9023N";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4218";"N9025B";2014;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4219";"N9026C";2015;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4220";"N9029F";2015;"Fixed wing multi engine";"AIRBUS";"A319-115";2;147;0;"Turbo-fan"
"4221";"N902AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4222";"N902AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4223";"N902DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4224";"N902NK";2016;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4225";"N902NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4226";"N902WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4227";"N902XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4228";"N903AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4229";"N903AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4230";"N903DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4231";"N903JB";2013;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4232";"N903NK";2016;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4233";"N903NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4234";"N903WN";2007;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4235";"N903XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4236";"N904AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4237";"N904AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4238";"N904DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4239";"N904NK";2016;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4240";"N904NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4241";"N904WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4242";"N904XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4243";"N905AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4244";"N905AU";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4245";"N905DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4246";"N905JB";2013;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"4247";"N905NK";2016;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4248";"N905NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4249";"N905XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4250";"N906AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4251";"N906AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4252";"N906AT";2001;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4253";"N906DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4254";"N906NK";2018;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4255";"N906NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4256";"N906WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4257";"N906XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4258";"N907AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4259";"N907AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4260";"N907DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4261";"N907JB";2013;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"4262";"N907NK";2018;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4263";"N907NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4264";"N907WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4265";"N907XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4266";"N908AA";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4267";"N908AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4268";"N908DN";NA;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4269";"N908NK";2018;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4270";"N908NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4271";"N908WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4272";"N908XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4273";"N909AM";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4274";"N909AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4275";"N909DN";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4276";"N909NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4277";"N909WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4278";"N909XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4279";"N91007";2017;"Fixed wing multi engine";"BOEING";"787-10";2;120;0;"Turbo-fan"
"4280";"N910AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4281";"N910AU";2017;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4282";"N910DU";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4283";"N910NK";2018;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4284";"N910NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4285";"N910WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4286";"N910XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4287";"N911DQ";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4288";"N912AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4289";"N912DU";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4290";"N912NK";2018;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4291";"N912NN";2012;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4292";"N912UY";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4293";"N912WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4294";"N912XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4295";"N913AK";2021;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"4296";"N913AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4297";"N913DU";2018;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4298";"N913JB";2013;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4299";"N913NK";2017;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4300";"N913NN";2013;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4301";"N913US";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4302";"N913WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4303";"N913XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4304";"N914AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4305";"N914DU";2019;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4306";"N914NN";2013;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4307";"N914UY";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4308";"N914WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4309";"N914XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4310";"N915AK";2021;"Fixed wing multi engine";"BOEING";"737-9";2;48;0;"Turbo-fan"
"4311";"N915AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4312";"N915AT";2001;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"4313";"N915DU";2019;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4314";"N915NK";2018;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4315";"N915NN";2013;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4316";"N915US";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4317";"N915WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4318";"N915XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4319";"N916AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4320";"N916DU";2019;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4321";"N916NK";2019;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4322";"N916NN";2013;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4323";"N916US";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4324";"N916XJ";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"4325";"N917AN";1999;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4326";"N917DU";2019;"Fixed wing multi engine";"BOEING";"737-900ER";2;222;0;"Turbo-fan"
"4327";"N917NK";2019;"Fixed wing multi engine";"AIRBUS";"A320-271N";2;190;0;"Turbo-fan"
"4328";"N917NN";2013;"Fixed wing multi engine";"BOEING";"737-823";2;162;0;"Turbo-fan"
"4329";"N917UY";2015;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"4330";"N917WN";2008;"Fixed wing multi engine";"BOEING";"737-7H4";2;140;0;"Turbo-fan"
"4331";"N917XJ";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
